tau 140 autocorr(tau) = -0.000170
tau 141 autocorr(tau) = -0.000157
tau 142 autocorr(tau) = 0.000093
tau 143 autocorr(tau) = -0.000041
tau 144 autocorr(tau) = 0.000182
tau 145 autocorr(tau) = 0.000396
tau 146 autocorr(tau) = 0.000369
tau 147 autocorr(tau) = -0.000144
tau 148 autocorr(tau) = -0.000079
tau 149 autocorr(tau) = 0.000238
tau 150 autocorr(tau) = 0.000568
tau 151 autocorr(tau) = 0.000217
tau 152 autocorr(tau) = -0.000074
tau 153 autocorr(tau) = 0.000172
tau 154 autocorr(tau) = 0.000108
tau 155 autocorr(tau) = 0.000034
tau 156 autocorr(tau) = 0.000268
tau 157 autocorr(tau) = -0.000092
tau 158 autocorr(tau) = -0.000231
tau 159 autocorr(tau) = -0.000131
tau 160 autocorr(tau) = 0.000009
tau 161 autocorr(tau) = -0.000067
tau 162 autocorr(tau) = 0.000149
tau 163 autocorr(tau) = 0.000292
tau 164 autocorr(tau) = 0.000441
tau 165 autocorr(tau) = 0.000369
tau 166 autocorr(tau) = 0.000344
tau 167 autocorr(tau) = 0.000097
tau 168 autocorr(tau) = 0.000448
tau 169 autocorr(tau) = 0.000521
tau 170 autocorr(tau) = 0.000250
tau 171 autocorr(tau) = 0.000047
tau 172 autocorr(tau) = 0.000047
tau 173 autocorr(tau) = 0.000406
tau 174 autocorr(tau) = 0.000415
tau 175 autocorr(tau) = 0.000551
tau 176 autocorr(tau) = 0.000608
tau 177 autocorr(tau) = 0.000415
tau 178 autocorr(tau) = 0.000382
tau 179 autocorr(tau) = 0.000132
tau 180 autocorr(tau) = -0.000138
tau 181 autocorr(tau) = -0.000007
tau 182 autocorr(tau) = -0.000028
tau 183 autocorr(tau) = -0.000101
tau 184 autocorr(tau) = 0.000327
tau 185 autocorr(tau) = 0.000057
tau 186 autocorr(tau) = -0.000019
tau 187 autocorr(tau) = 0.000346
tau 188 autocorr(tau) = 0.000004
tau 189 autocorr(tau) = 0.000016
tau 190 autocorr(tau) = -0.000105
tau 191 autocorr(tau) = -0.000271
tau 192 autocorr(tau) = -0.000077
tau 193 autocorr(tau) = 0.000166
tau 194 autocorr(tau) = 0.000350
tau 195 autocorr(tau) = -0.000169
tau 196 autocorr(tau) = 0.000257
tau 197 autocorr(tau) = 0.000186
tau 198 autocorr(tau) = -0.000344
tau 199 autocorr(tau) = -0.000436

